_respondentid.6,_startdate.6,_enddate.6,_optin.6,_incgen.primary.6,_incgen.primary.emp.6,_incgen.primary.indw.6,_incgen.primary.bus.6,_incgen.primary.rent.6,_incgen.primary.sell.6,_incgen.primary.other.6,_unempreason.6,_unempreason.other.6,_incgen.secondary.6,_incgen.secondary.indw.6,_incgen.secondary.bus.6,_incgen.secondary.rent.6,_incgen.secondary.sell.6,_incgen.secondary.other.6,_service.secondary.care.6,_service.secondary.clean.6,_service.secondary.deliver.6,_service.secondary.maint.6,_service.secondary.personal.6,_service.secondary.it.6,_service.secondary.drive.6,_service.secondary.prof.6,_service.secondary.create.6,_service.secondary.other.6,_emp.direct.6,_emp.service.clean.6,_emp.service.security.6,_emp.service.it.6,_emp.service.warehouse.6,_emp.service.other.6,_emp.hours.6,_emp.underwork.6,_emp.underwork.reason.6,_emp.underwork.other.6,_emp.paytype.6,_emp.annsalary.6,_emp.hourly.6,_emp.earnings.6,_satisfaction.emp.6,_indw.source.online.6,_indw.source.sm.6,_indw.source.class.6,_indw.source.agency.6,_indw.source.network.6,_indw.source.other.6,_indw.service.care.6,_indw.service.clean.6,_indw.service.deliver.6,_indw.service.maint.6,_indw.service.personal.6,_indw.service.it.6,_indw.service.drive.6,_indw.service.prof.6,_indw.service.create.6,_indw.service.other.6,_indw.month.6,_indw.howoften.6,_indw.numgig.6,_indw.hours.6,_indw.underwork.6,_indw.underwork.reason.6,_indw.underwork.other.6,_indw.hourly.6,_indw.busexpense.6,_indw.inc.total.6,_indw.earnings.6,_indw.reason.income.6,_indw.reason.extra.6,_indw.reason.maintskill.6,_indw.reason.newskill.6,_indw.reason.resume.6,_indw.reason.empwork.6,_indw.reason.network.6,_indw.reason.flex.6,_indw.reason.ownproj.6,_indw.reason.location.6,_indw.reason.boss.6,_indw.reason.hobby.6,_indw.reason.other.6,_indw.type.6,_indw.searchtime.6,_indw.concern.findwork.6,_indw.concern.getwork.6,_indw.concern.income.6,_indw.concern.fairpay.6,_indw.concern.latepay.6,_indw.concern.retire.6,_indw.concern.savemoney.6,_indw.concern.benefit.6,_indw.concern.taxrate.6,_indw.concern.debt.6,_indw.concern.taxlegal.6,_indw.concern.career.6,_indw.concern.discrimin.6,_indw.concern.other.6,_indw.benefit.life.6,_indw.benefit.paidsick.6,_indw.benefit.paidfam.6,_indw.benefit.retire.6,_indw.benefit.disability.6,_indw.benefit.unemployment.6,_indw.benefit.workercomp.6,_indw.benefit.health.6,_indw.traininterest.6,_indw.train.clientacq.6,_indw.train.clientmgmt.6,_indw.train.custservice.6,_indw.train.compskill.6,_indw.train.brand.6,_indw.train.timemgmt.6,_indw.train.financiallit.6,_indw.train.taxlegal.6,_indw.train.benioption.6,_indw.train.busowner.6,_indw.train.techskill.6,_indw.train.other.6,_indw.incdescribe.6,_satisfaction.indw.6,_indw.howlong.6,_bus.hours.6,_bus.inc.beforetax.6,_bus.busexpense.6,_bus.inc.aftertax.6,_bus.earnings.6,_satisfaction.bus.6,_rent.service.house.6,_rent.service.car.6,_rent.service.other.6,_rent.source.online.6,_rent.source.social.6,_rent.source.classified.6,_rent.source.personal.6,_rent.source.other.6,_rent.connect.online.6,_rent.connect.social.6,_rent.connect.classified.6,_rent.connect.personal.6,_rent.connect.other.6,_rent.inc.beforetax.6,_rent.busexpense.6,_rent.inc.aftertax.6,_rent.earnings.6,_sell.good.resale.6,_sell.good.handicraft.6,_sell.good.used.6,_sell.good.other.6,_sell.connect.ecomm.6,_sell.connect.social.6,_sell.connect.classified.6,_sell.connect.personal.6,_sell.connect.other.6,_sell.inc.total.6,_sell.busexpense.6,_sell.inc.aftertax.6,_sell.earnings.6,_unempearner.6,_unempearner.month.6,_unempearner.reason.6,_unempearner.reason.other.6,_harass.6,_harass.type.sexual.6,_harass.type.racial.6,_harass.type.undisclose.6,_harass.type.other.6,_emplpreference.6,_emplpreference.other.6,_opinionofinc.6,_finwellbeing.1.expense.6,_finwellbeing.1.securing.6,_finwellbeing.1.notenough.6,_finwellbeing.1.moneymgmt.6,_finwellbeing.1.gettingby.6,_finwellbeing.1.wontlast.6,_finwellbeing.2.gift.6,_finwellbeing.2.leftover.6,_finwellbeing.2.behind.6,_finwellbeing.2.controlife.6,_demo.age.6,_demo.gender.6,_demo.highestedu.6,_demo.hisplatinspanish.6,_demo.race.americanindian.6,_demo.race.asian.6,,_demo.race.nativehawaiian.6,_demo.race.white.6,_demo.race.other.6,_demo.race.undisclose.6,_geo.6,_geo.other.6
100682,2019-02-14 8:28:49,2019-02-14 8:49:58,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Through your personal networks / word-of-mouth referrals,,,,,,,,,"Professional Services - consulting, advisory services, training, research, etc.",,,2 months,More than four times a month,1,1-14 hours per week,Yes,I could only find part-time work,,30,Yes,1500,Best guess,,I wanted to earn extra money,,,,,I wanted to network / meet people,,,,,,Looking for traditional work,Ongoing or repeat work with a consistent set of clients,More than a month,3rd Concern,,,,,,,,,,1st Concern,2nd Concern,,,,2,3,1,,,,4,Yes,,,,,Personal Branding,,Financial Literacy / Management / Planning,,,,,,"It is an important component of my budget, but not essential",5,6 months to 1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,Other (please specify),Had to apply for work permit,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Very well,Very well,Very little,Very well,Very little,Very little,Never,Always,Never,Rarely,34,Female,Master’s Degree,No,,,,,White,,,San Francisco Bay Area,
101122,2018-11-28 23:14:28,2018-11-28 23:20:41,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,Yes,I needed time to attend a training program,,Hourly Basis,,,Best guess,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Somewhat,Very well,Somewhat,Somewhat,Somewhat,Very well,Rarely,Often,Rarely,Sometimes,0,I prefer not to disclose,High School,I prefer not to disclose,,,,,,,I prefer not to disclose,San Francisco Bay Area,
101208,2018-11-28 16:46:04,2018-11-28 17:08:24,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Salary,42000,,Based on calculations and records,10,,,,Through a staffing or temporary placement (temp) agency,,,,,,,,"IT Services - setting up printers, networks, programming, data entry, etc.",,,,,4 months,More than four times a month,2,35-50 hours per week,,,,16,No,2500,Best guess,I wanted gig work to be my main source of income,,,I wanted to develop new job skills,I wanted to use this experience to build my resume,I wanted to use this experience to get work as an employee,,,,,,,,One-off projects with various clients,1-2 weeks,,3rd Concern,,1st Concern,,,,2nd Concern,,,,,,,,1,,,,,3,2,Yes,,,Customer Service,,,,,,,,,,It is essential for meeting my basic needs,6,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Not at all,Completely,Completely,Not at all,Completely,Not at all,Never,Always,Never,Often,26,Female,Some college but no degree,Yes,,,,,,Other,,New York City,
100581,2019-03-16 15:57:32,2019-03-16 17:48:24,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,No,,,Hourly Basis,,15,Based on calculations and records,1,,,,,Through your personal networks / word-of-mouth referrals,,"Care Services - child care, elderly care, adult care, or pet care, etc.",,,"Property Maintenance, Handyman, or Construction Services",,,,,,,3 months,More than four times a month,12,35-50 hours per week,,,,8.25,Yes,2952,Based on calculations and records,,I wanted to earn extra money,,,,,,I wanted more flexibility in my schedule,,,,,,Ongoing or repeat work with a consistent set of clients,1-2 weeks,1st Concern,,3rd Concern,,,,,2nd Concern,,,,,,,8,1,6,2,7,5,4,3,Yes,,,Customer Service,Computer / Internet Skills,Personal Branding,Time Management,Financial Literacy / Management / Planning,Taxes and Other Legal Obligations,,,,,It is essential for meeting my basic needs,10,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,I was looking for paid work but couldn’t find any,,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Not at all,Not at all,Not at all,Somewhat,Completely,Not at all,Always,Never,Often,Sometimes,45,Female,Bachelor’s Degree (4-year degree),Yes,,,,,,,I prefer not to disclose,San Francisco Bay Area,
100247,2019-02-15 17:58:36,2019-02-15 18:20:05,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Online work platforms - websites or apps such as Uber, Postmates, UpWork and Field Nation, etc.",,,,,,,,,,,,"Driving Services - Uber, Lyft, etc.",,,,2 months,More than four times a month,1,More than 50 hours per week,,,,20-25,Yes,,Best guess,I wanted gig work to be my main source of income,I wanted to earn extra money,,,,,,I wanted more flexibility in my schedule,,,,,,One-off projects with various clients,I don’t know,,,1st Concern,,,,3rd Concern,,,,2nd Concern,,,Safety concerns,,,,,,,,1,Yes,Client Acquisition,Client Management,,Computer / Internet Skills,Personal Branding,,Financial Literacy / Management / Planning,,,,,,It is essential for meeting my basic needs,7,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,I was looking for paid work but couldn’t find any,,Yes,,,,"Aggression, Violence","A gig worker, independent contractor, or freelancer providing services",,I am getting by on my current income,Very well,Not at all,Very little,Somewhat,Very well,Completely,Never,Never,Sometimes,Never,50,Male,Bachelor’s Degree (4-year degree),No,,,,,White,,,San Francisco Bay Area,
100879,2019-04-02 9:22:46,2019-04-02 9:35:23,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,25,Based on calculations and records,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,I was looking for paid work but couldn’t find any,,No,,,,,"A gig worker, independent contractor, or freelancer providing services",,I am getting by on my current income,Not at all,Very well,Somewhat,Somewhat,Completely,Completely,Always,Sometimes,Often,Always,23,Female,Some college but no degree,No,,Asian,,,,,,New York City,
100399,2019-04-26 8:41:15,2019-04-26 8:55:28,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,15,Based on calculations and records,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am living comfortably on my current income,Completely,Somewhat,Completely,Very well,Very well,Very well,Sometimes,Always,Always,Always,50,Female,Bachelor’s Degree (4-year degree),No,,,,,,,I prefer not to disclose,New York City,
100802,2019-01-17 15:48:23,2019-01-17 16:28:20,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,Yes,I needed time to attend school,,Hourly Basis,,25,Based on calculations and records,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,Other (please specify),"New immigrant, trying to learn english",No,,,,,A paid employee of a company or organization,,I am living comfortably on my current income,Very little,Somewhat,Very well,Very well,Very well,Very little,Sometimes,Sometimes,Sometimes,Rarely,32,Male,High School,No,,Asian,,,,,,New York City,
100960,2019-01-28 9:05:19,2019-01-28 9:44:43,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,15,Based on calculations and records,6,"Online work platforms - websites or apps such as Uber, Postmates, UpWork and Field Nation, etc.",,,,,,,,,,,,,,,Tutoring,6 months,More than four times a month,55,1-14 hours per week,No,,,37,No,2000,Best guess,,I wanted to earn extra money,,,,,,,,,,,,One-off projects with various clients,Less than 24 hours,,,,3rd Concern,,,,2nd Concern,,,,1st Concern,,"The gig work he does requires a lot of time on transportation to get to the site, and a lot of time lesson planning, so he feels he is not fairly compensated.",,,,,3,,1,2,Yes,Client Acquisition,Client Management,Customer Service,Computer / Internet Skills,Personal Branding,Time Management,Financial Literacy / Management / Planning,Taxes and Other Legal Obligations,Understanding and Researching Benefits Options,Becoming A Business Owner,Technical Skills,,"It is an important component of my budget, but not essential",7,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Somewhat,Somewhat,Very well,Very little,Completely,Completely,Rarely,Rarely,Never,Never,33,Male,Bachelor’s Degree (4-year degree),No,,,,,White,,,New York City,
100696,2019-02-23 15:04:59,2019-02-23 15:46:32,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,"Employed and paid by your employer but you worked by providing services for other companies, for example janitorial services, security services, or warehouse worker",,,,,Clerical administrative,15-34 hours per week,No,,,Hourly Basis,,18,Based on calculations and records,6,,,,,Through your personal networks / word-of-mouth referrals,,,,,,,,,"Professional Services - consulting, advisory services, training, research, etc.",,,2 months,Once or twice a month,2,1-14 hours per week,Yes,I could only find part-time work,,37.5,Yes,450,Best guess,I wanted gig work to be my main source of income,,,,,,,,I wanted to choose my own projects,,I wanted to be my own boss,,,Ongoing or repeat work with a consistent set of clients,1-2 weeks,,1st Concern,,,3rd Concern,,,2nd Concern,,,,,,,,4,,2,5,3,,1,Yes,Client Acquisition,Client Management,,,,Time Management,,,,,,,"It is an important component of my budget, but not essential",8,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,"A gig worker, independent contractor, or freelancer providing services",,I am finding it difficult to live on my current income,Not at all,Very little,Very little,Completely,Very well,Completely,Rarely,Never,Often,Often,55,Female,Bachelor’s Degree (4-year degree),No,,,,,White,,,San Francisco Bay Area,
100684,2019-02-14 15:58:53,2019-02-14 16:21:19,Yes,No,,,,,,,I had health or medical limitations,,No work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A paid employee of a company or organization,,I am getting by on my current income,Very little,Very well,Very little,Completely,Completely,Very little,Always,Sometimes,Sometimes,Never,32,Female,Bachelor’s Degree (4-year degree),Yes,,,,,,Other,,Other (please specify),Sacramento
100740,2018-11-09 13:57:39,2018-12-19 13:13:37,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,1-14 hours per week,Yes,Other (please specify),She needed to go back home to Japan.,Hourly Basis,,22,Based on calculations and records,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,5,Other (please specify),She needed to go home.,No,,,,,A paid employee of a company or organization,,I am finding it difficult to live on my current income,Somewhat,Very well,Not at all,Very well,Very little,Very little,Never,Often,Never,Never,53,Female,Bachelor’s Degree (4-year degree),No,,Asian,,,,,,San Francisco Bay Area,
100762,2019-05-05 12:27:33,2019-05-05 13:00:47,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,29,Based on calculations and records,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,I was looking for paid work but couldn’t find any,,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Very well,Very well,Very little,Very little,Completely,Not at all,Never,Sometimes,Never,Sometimes,34,Male,Bachelor’s Degree (4-year degree),No,,,,,White,,,New York City,
100961,2019-01-28 9:44:44,2019-01-28 10:09:29,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Through a staffing or temporary placement (temp) agency,,,,,,,,"IT Services - setting up printers, networks, programming, data entry, etc.",,,,,4 months,More than four times a month,3,35-50 hours per week,,,,17.5,No,5500,Best guess,I wanted gig work to be my main source of income,,,I wanted to develop new job skills,I wanted to use this experience to build my resume,I wanted to use this experience to get work as an employee,,,,,,,,Ongoing or repeat work with a consistent set of clients,1-2 weeks,,,1st Concern,,,,,2nd Concern,,,,3rd Concern,,,,1,,,,,,2,No,,,,,,,,,,,,,It is essential for meeting my basic needs,7,6 months to 1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,I was looking for paid work but couldn’t find any,,No,,,,,A small business owner selling products,,I am living comfortably on my current income,Not at all,Completely,Not at all,Completely,Somewhat,Completely,Rarely,Always,Sometimes,Never,30,Female,Bachelor’s Degree (4-year degree),No,,Asian,,,,,,New York City,
100863,2019-03-29 15:17:54,2019-03-29 15:54:44,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,"Employed and paid by your employer but you worked by providing services for other companies, for example janitorial services, security services, or warehouse worker",,,,,Project Management,35-50 hours per week,,,,Hourly Basis,,60,Based on calculations and records,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am living comfortably on my current income,Very well,Somewhat,Not at all,Completely,Not at all,Not at all,Never,Always,Never,Never,32,Male,Bachelor’s Degree (4-year degree),No,American Indian or Alaska Native,,,,,,,New York City,
100824,2019-03-20 6:58:56,2019-03-20 7:25:04,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Salary,75000,,Based on calculations and records,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very well,Often,Rarely,Often,Sometimes,36,Female,Associate Degree (2-year degree),Yes,,,,,,Other,,New York City,
100748,2019-02-05 17:02:36,2019-02-05 17:26:49,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Online work platforms - websites or apps such as Uber, Postmates, UpWork and Field Nation, etc.",,,,,,,,Delivery Services - delivery of goods via platforms like Postmates and DoorDash,"Property Maintenance, Handyman, or Construction Services",,"IT Services - setting up printers, networks, programming, data entry, etc.",,,,,5 months,More than four times a month,10,35-50 hours per week,,,,20-60,Yes,"20,000",Best guess,I wanted gig work to be my main source of income,I wanted to earn extra money,,,,,,I wanted more flexibility in my schedule,,,,,,Ongoing or repeat work with a consistent set of clients,4-6 days,,,2nd Concern,,,,,,,3rd Concern,1st Concern,,,,,,1,,3,2,,4,No,,,,,,,,,,,,,It is essential for meeting my basic needs,7,Less than 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,I had health or medical limitations,,No,,,,,A small business owner selling products,,I am getting by on my current income,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Somewhat,Sometimes,Sometimes,Sometimes,Often,45,Male,Associate Degree (2-year degree),No,,,,,White,,,San Francisco Bay Area,
101462,2019-02-23 14:25:58,2019-02-23 14:40:26,Yes,Yes,,,,,,Worked the polls on election day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,6,I needed time to attend school,,No,,,,,A paid employee of a company or organization,,I am living comfortably on my current income,Not at all,Not at all,Not at all,Completely,Somewhat,Completely,Never,Often,Sometimes,Sometimes,17,Male,Some high school - did not complete,No,,Asian,,,,,,San Francisco Bay Area,
101374,2018-11-09 15:51:07,2018-11-09 16:29:59,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Salary,52000,,Based on calculations and records,9,,,"Online classifieds - Craigslist, Monster.com, etc.",,Through your personal networks / word-of-mouth referrals,,,,,,,,,,,Moving services and storage services,6 months,Once or twice a month,8,1-14 hours per week,No,,,12,No,700,Best guess,,I wanted to earn extra money,,,,,,,,,,Just for fun as a hobby or to make good use of extra time,,Ongoing or repeat work with a consistent set of clients,1-2 weeks,,,,,3rd Concern,,,2nd Concern,,,1st Concern,,,,,,3,,,,1,2,Yes,,,Customer Service,Computer / Internet Skills,,,,Taxes and Other Legal Obligations,Understanding and Researching Benefits Options,,Technical Skills,,"It is nice to have, but I could live comfortably without it",7,Less than 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Very well,Very well,Not at all,Very well,Not at all,Very well,Never,Always,Never,Never,29,Male,Bachelor’s Degree (4-year degree),No,,Asian,,,,,,New York City,
101011,2018-11-05 11:37:54,2018-11-05 11:53:54,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,13,Based on calculations and records,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,I was looking for paid work but couldn’t find any,,No,,,,,A paid employee of a company or organization,,I am finding it very difficult to live on my current income,Not at all,Not at all,Completely,Not at all,Completely,Completely,Always,Never,Never,Never,21,Female,High School,No,,Asian,,,,,,New York City,
100363,2019-05-14 12:38:36,2019-05-14 14:43:43,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,"Employed and paid by your employer but you worked by providing services for other companies, for example janitorial services, security services, or warehouse worker",,,IT,,,15-34 hours per week,Yes,I could only find part-time work,,Salary,"6,000",,Best guess,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Other (please specify),Got laid off,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Rarely,Rarely,Sometimes,Sometimes,21,Female,Some college but no degree,Yes,,,,,,Other,,San Francisco Bay Area,
101357,2018-11-09 15:20:39,2018-11-09 15:51:07,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Salary,70000,,Best guess,8,"Online work platforms - websites or apps such as Uber, Postmates, UpWork and Field Nation, etc.",,,,,,,,,,,"IT Services - setting up printers, networks, programming, data entry, etc.",,,,,4 months,More than four times a month,40,Varied a lot by week,,,,35,Yes,7000,Best guess,I wanted gig work to be my main source of income,,,I wanted to develop new job skills,I wanted to use this experience to build my resume,I wanted to use this experience to get work as an employee,,,,,,,,One-off projects with various clients,4-6 days,,2nd Concern,3rd Concern,,,,,1st Concern,,,,,,,,,,,,,2,1,No,,,,,,,,,,,,,"It is an important component of my budget, but not essential",8,I don’t know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am living comfortably on my current income,Completely,Completely,Not at all,Completely,Not at all,Very little,Never,Often,Never,Never,40,Male,Associate Degree (2-year degree),No,,,,,White,,,New York City,
